search_content,search_engine,link_of_news,title,timestamp,media_name
JIO Merger,Google,./read/CBMizAFBVV95cUxNSlhTNFlTTWYtaEcyWUwyNGs0MWNvckM4R0tzYUxOcXBtTEVDcFJhenhscUNUNnlGV1FsOEFuMXVVWkRJbzhEV19NVlBJYjVZcFFnaDA4eUtzbUpzSjc2cVZEYjJocmtZNmFMUFJQNVFnNVZWYTlRVzNHb1JuaXQ0S2l1YUJSMTBudnJuNUZoNzdlckgwZnVpWW9ZdlpRSnpXSllBU2l5elM5OUphczhZS0ppWHhiUlBvWThWaTBGZkYwZUp2REkxRHRxNmXSAdIBQVVfeXFMTjNYS2F0bGdOQmUxMEhqa0MyMklkcExNa3FRVjZmS1QyWmtTY0Q1bzNReEpNRTdVdDM2WVozOUppOUhHT2ladWNhWFpUOV9qUEZuaUV0WlVkekhCajBKMHROVEtXeFF5UzBNV2lQYm1fZ3hsanhiWE5PREcyalQ1WDVaQVNHdTdrLUZvS3NiTUs1aVNoT3BnUnhDQmtTbFRIQklmQ2Z0alduNENKaE9vdjhMV2xDYXU4OVlyVzVTTVNlYTJuSGRoMFZPak1nMGgxQi1B?hl=en-IN&gl=IN&ceid=IN%3Aen,"Disney-Reliance merger nears completion, Jio Star set to launch",2024-11-13,ETBrandEquity
JIO Merger,Google,./read/CBMiwAJBVV95cUxNMzhTYWpTU09CeXQ3c05HUXV1WUJWdF9oWUtYQnVfNHZGaF9zOU52UjlPd1UyeUJ4SlJIb1BfbFR6Y3JiaFpPSEx4N0NkV2NWV3YxSWc5X3JXa1g4NEZRZ3ZNQTZaLUc5SmgxWTlpN1dIc05TVEhVb29WMGh3N1JkTlhsTjM5MnBTX1hzSTNRQmF2ai1aRGFKN3dJaWY3ckwzdE5Pc3NZVnVBNDNRbVFiM2dmZXVuTmlyS1BjUGpKaTV0eGY4dGFfMGR1TER6RnhDRVQ0bWRleGRtUGs2NEE2YVQ0cE0zVE9ZME9zM1ZYVDBNd2RJdzJURU5QVFBoU2xORmJZb2tzbmlKNFJYUWJnRTJFNmhRaU9EY2FPQm82QUNDUHRra1o0eEFQRUZZYTlPUGpmVnpZUVBoWW5LRkhqeNIBxgJBVV95cUxQMzk1eEpBM3pIdmIyX01ISEFzalNCdkJfRHJiWkkycTBNVE9SWXFfYWxPeUJrRzlTOWtkck4yZzFwYTRzWXZZQkV2MHhycWM0VkZ1ajllYVNENVFaWkRLNG9MR2JQSW5PRmtkR29Jc1FQOFlTYi1LVWpIcDNWaGVzcHhSYWpONHVIblF4ZlBiTElTQlRmUm1NZ3cyS3ZfNXdTMTRjYWVyWHZqSmhLMFYyUDdPd0hzNkh0TmxYNzZBWjFGbk96UUlDSDJxTktrbXBjX1FxcjVJMGJ1T25EVUhMNENPX29SVXpKTU1PQXg3RGZocElhR3lod2NsNDZ1Rzd6bExrZkRzVTNWelotblJwTDZ3NzNCTDdIMTUwLUZ5SFp1aDJDSWctNm5WLUxseGJ5NmlZb3UzV0duc2U0TmNyYndrVmtfUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Mukesh Ambani's gift to users after Jio-Disney merger as JioStar announces subscription plans starting at jus,2024-11-18,India.com
JIO Merger,Google,./read/CBMivwFBVV95cUxNYUM5djdabUExT0JVNllSQmVhc3FDZE5UdzB6dXg3d1pfZ2JvXy1LTjd1TlJMbmtlZG96azI0aWVJNWlNeGE0T3BFSXVTc0pPUUxkWHZRdm80OWhhQXg1Y1NrSGY1a09TTUhzbjZrenFfeTFpamVsVURyUTMtM3drRlFEeVhsamxwcXdneHBKT255X0lsR1BueGFpWG41NVNhODNuWnlKLTFTUzFjVXpnVU5kNlFsUVFVcWVkbmFvZ9IBxgFBVV95cUxQRUVSOG94M0pUcUdkU29PcGhDN2RtTWs1a0ZFLWl2bWxqamtIUjFXOFBIQVZ4MFo1dHBqMGJkSTJmVkxxbktQdkx1am1WUGxvODczLWZQRkpxcGlwV0NuS21DUGN5REVNaGJ2NGZZZ3hSeFhiSnAwUFZIZnZXMWxJcnpHSk1SeVNmRWE4OXJSWUhtWDU3MnJ5MmtrWlB6bm9LVGY0S3pOV2ZNVWpRdlFuMmNVWXE3NjBrYkdsT0trUEJRTFNLeVE?hl=en-IN&gl=IN&ceid=IN%3Aen,Reliance Jio & Disney star complete merger to create $8.5-bn JV,2024-11-15,BusinessLine
JIO Merger,Google,./read/CBMi5wFBVV95cUxPR2kzTGV0Zmx2RnVEamY3VGJNUDBwZUNRRUJWMUJpekhROXhTSU82VUZQdjk2bVBLdE0wT1ZXeEFES3FWRHZkV0dVV285NnVsUXFXTEs2bkZYcFgta0toVUJqenpzb1dnanp3bmItV3RaV1hTamQ4OHk1T3RYYnFra0VHd1VJMFFfeldzcHZKeUtRUm9pcW5sWkQtWVdaemRCYlRDd05vb0UtY0syZGhNUDdKUkV1ZEYwSnN2SXMtbG5MNHc5cFVES2xNVXhxOHdEZTE2R3FOd3BtYzR1aTJrU244Rko3d0nSAewBQVVfeXFMUG5jSmc3eW5MRjB2MlJ1WGpFTXlZUGRmM1ZuLXRUcGh0YXNWMXFmX2xFODZWY3lUNEF4QVd0WlFNMWF4d18zNlRvWmswX1A1a3I4NW8tZlZnNFRKbktkT2lDT1FZLUFvdGhnQk9aazZPVGlMN1AxMkZPV1VjVUR3djFTTjFrY1p2Tk4xSlJMdjR6aFJRTDJSZWgtWm5LX0U1SlY3R1BQTnFpVzBUbUh2SzlsNFFiOFgzbWNjQlJBRUlfQV85U28xNHB1bXRNMXZ6OTRVUXFWaEhDUWJMdkN3ZDRUT3NxdUpYLUEwZE8?hl=en-IN&gl=IN&ceid=IN%3Aen,Reliance to discontinue IPL 2025 streaming on Jio Cinema following the merger with Hotstar,2024-10-19,India TV News
JIO Merger,Google,./read/CBMisgFBVV95cUxNUkZxZl9sMWgydHVvWFI2TVl2T3pkUTZJOGJpQ0hUSldsbkhIY0tEQmE3S2FfVHlWdnFUWUxqb2ZYdlJVNUZPa2sxU1EwQjVrT3p1aDJGTmFndlBNdEw1ekx0S1FHVGFMeUJfVlVIc1RpMmx2eG1mZHhGU0hTR2tfQjJhUDg2MTd4TzhwY1lXNGFTdTVNQndlcE5UOTMxa212dVZ1bENQeVdUZW1uaHZPS1hB?hl=en-IN&gl=IN&ceid=IN%3Aen,Jio and Star to operate as unified entity from India-England series,2024-12-23,Cricbuzz
JIO Merger,Google,./read/CBMi7gFBVV95cUxOS2Y1bXJOaWlYUmVQS0gwbGk3WF9KcVpWczV5SDE4czNhVW5VTmpyYWtKTU1VV0Y5MUtxaG9NZk1hTktXTGZOZ29pSExlQjIxWk91aGFOSzFhV05LTTNFTEtsRnJNTUpjU3ZnQXhZM0RBMGFyZW1aVURtZW0wZ0REcE1rdWpLaDBVN3puTWotVjAyUHBYRk54ODJITHRJRlZnemlPdDhsb1dYakhMR1JlMnc0bDZrYUVlWWo0WmVRQXVRbDktcTRRVl9sNUpWZ3Y0dXVibUR5cXZGSkJaTzdoTGlXM3owSTVmbTRCNEhR0gHzAUFVX3lxTE12d0phNDdKVzJORngtT3otQzJ4S3NYQkxOalNsLXBySGNRMU1UbWZWcmZZT0dXOXJZX3lMdTFTbG9feHNzcnVVdzZFeWxRbnFlSmJkbDhQaEp4OGFNWmhIX3laMnhDWG44NDRKeW5nZ1JLQUk5RWVqcV9iVUl5cHZENnBfNTRRWWVla0dPQkxlTjliaDhqVG8zM1BrcXNOQW1wSDNlVDBPNjFJU3Q4bHZ5QU1wS1JyZkVjVXRBX2IzazVSNTNZb3Jyc2lnUDdYQXBKYTdPa21IRTBqZkZvRUJ6WkhTVGFOUWx2Sy04aDZ2aXM3UQ?hl=en-IN&gl=IN&ceid=IN%3Aen,"Jio Star website goes live ahead of Jio, Disney+ Hostar merger, ends Jio Hotstar domain discussion",2024-11-12,India TV News
JIO Merger,Google,./read/CBMiygFBVV95cUxPbGJSZ3BqamtsbFFGTnpTYkVOYzJka1BuUXQyTVA2Q281Z0FpSkxJRFctcFN5WEZ2WVZuRllTNV9hN1VTM2tDR2xDVjJtandETThDUjduX0REMDQ2Q0lhaHMzb2oxVnVKR1RJbkFLNHlsZk1Rck5hQ1Y0V043Wl92dHdQeGRVZ2ZWVlVmcldkUlpONUFfSXJwNFNWbVJ5N1FSRk84N2t1VjVUYmJOVl90dzRfdUtFUDhJM0RsY2FMZ1NJa2JWVlhya3h30gHPAUFVX3lxTE1Bc29SS2dVRllIZGJzazc0Rmw2UENRbFU5Z29OemNIOC1wUFB0V2Y5T0JFNVJNa1JKWFNWX0RFeFUtNjgzeEUzX3lNLTBwbmwwR2dkR1Y3c3IwSXBMUTBfZEZpZm5tTk1Hd2dOZnNpYmpJdHg5WGZPLVR6bnNnc1dlejBlajY0TEh4VTFJZWZyWnd6THNFcDFCZjBsQmdORExVN3JQSGRnSzFJZnlzVHlLaTJ2dG5mOEloRkVxM203cDlPdEVyTngtVHJ1TXh5QQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Reliance-Disney merger: JioStar website goes live amid JioHotstar domain saga,2024-11-12,Mint
JIO Merger,Google,./read/CBMi1wFBVV95cUxPTjd0SU1ySXhVVzdvc3Y4MUZibzVjenRIdzRaSlBJRFRsaVNzTDVrZ3pUNGlvQ0phRHhVcFFVMVpYbXdyb0kyLWduX05EaF80SGVFQkdhVU5oWjVSRUJicElNUHlIaUR6VGZYVUlkSGNyOUlWQWR1dlBnRVdyblJFXzJNYWliSi00S2ZOMXdpclNNTzRXNWtiNzZkcksyYWtwdVJMTE9Rc1lYMkpZNjF3RHFxOUFCNEhJcy1FRFU0YXh1T0J6SDdjS3Q4VW0wS1RsX1o0QThSZ9IB3AFBVV95cUxOekQzTXRNaEZVV3dqV1FXX1F5U09lNnp2VEx0bGpKTkpBX0pFbFdwT0g1aGpJRF9lcUdTdVg2ZlRQc0NRTk94REE4SS0zQTJkdUxjOHAyTlVuWUY3bUZjaThvRFROMzhfOWV3ODVaYXVtblBhUlRtb0NPal9YN0hadzAyaFNSNTFOU25HdmxCa1dDZDZyTWtfY0FpazliTU0xUkhZSFA4LUNsbmV4TXUtUlQteE05djhkMDctWHlLNzlRM0JTVEpBZ2ljSGNGY0F2cU9jMWdhUXRTZGdM?hl=en-IN&gl=IN&ceid=IN%3Aen,Jio Mere Lal: Meet the secret superstar who outsmarted Reliance and secured JioHotstar.com,2024-10-24,India Today
JIO Merger,Google,./read/CBMi1gFBVV95cUxNbGpqeU1vcFZoenFSVDRVRzFEdzJQaGpNWGl2a2lnQWZyN2p6eE91c2ZqeXdrOXhpSzd0anNocEdhNzVHajBibE5ucUxKUFk2NldOMm9feF9fSnBTV0NlRkhJOWZpNVphQkJGdl9jYlJ6cU5YelFnYUFqMVdGQV9xWThLMmtrVHB2VnUtNWxuREdiSUlieXl0YW1GNGNlV25hZUxLQ085SzZBZmNOX01Kd2Uzd3pNS0hnd1FEZG95YWU5eHFuRmhjZExBWk9WWTdVUUI4UWl30gHbAUFVX3lxTE9FaHlOZVhTYTV5SFFzRDBSNzl6QlFUY1Nid01sRW5Ra19Ka2NsQ0Y2SEpSeGNibWtTajNua0RGRjA0ajBXTE1Yc0s1MlY1Zk0zU1lBREtmWGVSai1DQWlBZFdqRDJPS1dDcDdiWXI3dEU3Q3NuN3BPcTVXMmFZclBMWkNUZm5CMkpKYjY3VUZJSVJBanhBeW1NbHRUQnFweGlKV3ZqTkdWbFdjNVBOQUhmRVFIMXhsRkY0Vk9FSDhhbkdTa2tHUmM1TVVwZGVZLURVQVJUY3BIX2c0RQ?hl=en-IN&gl=IN&ceid=IN%3Aen,RIL eyes JioCinema as sole OTT platform post Star-Viacom18 merger deal,2024-08-19,Business Standard
JIO Merger,Google,./read/CBMikAJBVV95cUxNZXJrNlRhXzZZUUM3S1ZadWVJZTVxMGVZYUNPTlREaWRtWkw5RmJxaW9HejFKS1hmc0lTV29TTk5OUnVnSXI4OHkyVW1vb3o0Z3JuaFp6d1RqZkRVelNLT2xiY2I4eWVUZ0xHZ3ZQOFF6WGpORG1pRHF5T2hLVVdXRzRLZlVYa0lndlI2MEZyUXJ2bEY1bjAyTW5ZSGkxX1pGZzlJTnRybXFOU1NsS2thSjhTREY2dDMtUmdNWFFCN251ZDc0ZXBzTU52alZnZk41bVF1QzdUTDlDdnEweURmS2lFbTg2enNMcG9YSkwwTWtDRzdnSFBabXZSaUVQNTJxZUlscWRONGFzdnNlWFhyctIBlgJBVV95cUxQWGJlMjRQVmI4YklQdGlTZGQ0azdpd2RFNEwxZG14dEJXU0dUM2J2RkJ1NUY4SllpYUo1ZFVhVGFnUGVjQ29oTDJqb0FZT2EwSTREQ3NPN0FVV0dFOFdNdTgtRTlFQ3JsUnl2MFJvTnBINUZ1X20zaVVZR19sTzh3ZHIxQlljcEpJaFBESzRBM3htdmtrV2F6SWcyc1FLR2FTWUpXa3MxQ3hZRjRSaU5vMldFN2hrM0xYNVo5TU9NV2FZSjJaM0kwei1fNGt2YzlGUzV3aG13b2dZVUZtaUx0NGpKLXpYRDNjVGNwaDlVSGF5bXg2eDRuOTZuWGdVc3dJcUxSSmJRV25GUkxmVl9oMEZ6R0NqQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,"Delhi techie snags ‘JioHotstar’ domain pre-merger, demands Cambridge education funding for sale to Reliance",2024-10-24,Hindustan Times
JIO Merger,Google,./read/CBMi0gFBVV95cUxOd0VNSWpGczE3c0t6MXR4TEw4S0wzOG9oajdkcEd2SVlTNUZrcnNHV2lqTGxIeFY3eVZjVGpGVzRjakR4cmZsNVVVQkhuNkZ4SDgzNnBMMm1VSVc0b3ZzVnJUdGVRQmxKMURjY1JVRGRKa1lRTU5ydXc3cWZUR3J2SHpud0RSR2FQN2tVUEJEUTY0RlNGaWhtSnVMWTNiWi1mbWxnT2hPcUZwa185bFdJRTJ2c0lvOGwxT2NhTXFzZDB2R3czazFPTnUtSFd5WGR6WHfSAdcBQVVfeXFMTVJXcXBGdkdWUUcySnZIX2FmTmc3a1RqMFB0UmxzS2hKaGtRUWY2XzVZLXRKa1QzSkpaZFZyUHFFcFdHVzh4Wmc3NnNTNDhHd1htamxJbi1YeEpBb2luQmU4M25SQmdBVExEN0pNbENtOEFOTHRmaEFyeENMQzBnLTdva3EtRXk5RjQybTBUTTl0RFpTdFVMQWxXTk0tbzVpamZOMjNObFE0aXZxVUsyVDRQVGthektuQnNhUjJBbkZydWtDcFhQcTBmdzRzeHVDYW9XeFdFSWs?hl=en-IN&gl=IN&ceid=IN%3Aen,"Reliance Disney eyes Hotstar, JioCinema merger to revolutionise Indian streaming - India Today",2024-11-16,India Today
JIO Merger,Google,./read/CBMi6wFBVV95cUxNMkgyd0tBYWR4U1Rka2JLZVJFZERNNnEybng5a3Z4VzU5NkNObEM1bmwxN3J6bTVZWkwyS3J1SWxOYkJlVkExa0dTcVctU012Ynk5WnVkdnk3enJBV3FZZmdPNU5sSFZJZFdJbE9pdU9JT2FhcjZITHFxaGVnOHJwdWNRUm5uakhiaUpwRk1DZTVZN0NkRm04TGFGSTBUaTJza1h2aFZXSXpxaG9yT3N3dG5SRndscmlELW5qWmdIeUlLOFRvbXZtU2JDaWxsZEVWVTdQVjhyLXhhbEZRdUtGelltYVFldTNySXo00gHwAUFVX3lxTE5CTXA2OHh0THhaZnRTVktiMHhneno5TDJkSGRoenZoa2VtWmh3Z3hpUXo2THRkZmJ6ZDZFMm8zSzZQSlRQdmdPYVBUOGxTa1NLcllvN0txSDJ6djd5Y0tSOU5qc0RST3BuZU9iZEtIb0hfd3ZTbXpmcXMwQTZzMjlsbWFiS0NqUWh1eVVUQnBLbVpTc1RkcWNrYjhseUZYT21VTFVZSVUzeEZoTWlaX2RyWVFER3JfazhGSUFOOE5HNUE3WEpNZERlVE1pYUNvYmhtUUxHZ0FUaUdSbTU0aUdLWmhyaWR4dm8wSnNJYmtENg?hl=en-IN&gl=IN&ceid=IN%3Aen,Mukesh Ambani's Masterstroke: Reliance-Disney merger set to dominate OTT; What’s next for Jio Cinema and Disn,2024-10-19,India.com
JIO Merger,Google,./read/CBMiigJBVV95cUxQWEk5S0I0RFN5Y2RiQ3A5aFh5WkRMdi1hVi1zMFpFZ1dBODJSSVVhNnNQSEJqcnBOanBNX1pSV2FSU01ITTlZV3pjT2lybGwyNlZuQkhoOUVOVXlITVVOMUdEVHNPYjhLQTc0cEowb2J0YjA3djJzWkhyS3FwNmVZcXVLM3hBVUN2R1l2QWhJcTlQTzN0bEhQaGZZZjE5NDhZenE4RDJHWkw2Sm44ODgxeVVOTWZGZGthMkVTQnU5QzcwLWZSam91OHdZMWdUOUN0TGV6N08tNVdSenE1SW9Qb3IyUG94Rnc0cGZiVm9yblBnSXJkaXBDR3FKU1BmQkdFMFNxdVI4WS1XZ9IBjwJBVV95cUxQbzFjZ2VEZEtGckVCSXcxQURRdHEzQWdraXBCQzlqOTI1T1JUQmQ5SXprRXJla09hVWNzU282MFBxU0Z6b0IwMERwd0dTRlBLc2xOYWZtaGo3Q0hub3pvTEUxTnVRbzdpLWZJNDhMV1pXUFg3MXgtdC1pcGtIRkZzY3pnLTdyTHdRMnRUR3FXUWdfVU1rTTlYSmNCajF3bDNyTjFzdU1zQWZZWFl2SUFmcm5TYXI1UGFIdlFSaXZOUTlUd01vUzFiczJfdkc1T1RCN1N6THg0VWtpdnpua1dUTS1lU2hKT3RZZElUalRQdUVra0RvOW9LUXBrTW5zQU9ZeDJRc3B4TjdkUDRPNjNz?hl=en-IN&gl=IN&ceid=IN%3Aen,"Reliance, Disney finalise $8.5B merger of Indian assets; no clarity if JioCinema, Hotstar will merge into JioHotstar",2024-11-15,Hindustan Times
JIO Merger,Google,./read/CBMixAFBVV95cUxORWU2ZEZPYmdselhHQjJHTFlYbVlmZktSVjdqYzJXdXgxZl9iLXhzYjR0NzRLLVJYT0dKMC1zbE9pWXlFdWVacUFfMElHSlRsMnF2RVBxbGtvSFFraU5MZVB3YWlQdldKWEFaSk5IOGwzQ3Z1N1ZRWFNybTQtQzdlNFZtYWFoYXpiaFE2Z1FzbERDUTJ3LVl4OE1VTFM1dWZVZ1cyOGZuY1pOaVFqUnAwT1BtMFNwdF9sa2pqZDRFRGt2QmJ60gHLAUFVX3lxTFBzZVJLaEtZRm1vaTRWY0ozMzAyQW9xaG9zd2owTGtZR1BVVHQ2OEQzSjZCOXF5azBLcm9JbGlkRi16eGtlOHRad0Q3cWs0UXdwMk1xS3F3bXFuYUJ2RXdUMjRfYmdGTUNONl90aTJXVTFvSEVXNkttVjBWY0M5RGUxSk8xNFNPdS13SGg2V3VYNUxqTHpEYTdOOV9kakRTdG9kQ2FfZzUyVUFieWJ4Mmg4WDgtOWZlQVJOT3FhWWxqNEtDMzN4TGFRNzd3?hl=en-IN&gl=IN&ceid=IN%3Aen,"Jio Cinema to merge with Disney+ Hotstar: What will happen to movies, shows and IPL streaming",2024-10-20,Digit
JIO Merger,Google,./read/CBMijAFBVV95cUxPeFAyWV9wdDVqaEEyYTFaWkYtWEI2d3V2TUwtdGdzQ1hKU3dCOWFnS0dQdWpoZ21aY0tNV3p6eGhsbFptWmhOaFJFNXFFQnZzTmVCNGtvaGlxVEF3eVJ1dExpakk2YUM0M0FLYzNLWU1lbGZqV1Q2d2JldWlsajBNd3J3d3lQREx3dGFhedIBkgFBVV95cUxNaEh1QUYyVHJQUHBGcXFNcl9QTHVFbExXdnRxUUJ5aGFWSUdGaGQxZURPdHFJQ3NfcVg4TmNQMUYzYlpBcmwtTDZ5azRMdllxN1E4ZjVlQ2dqeVV3M1ptaWV6NmthRTFBcnM3M3lwT1ppd0lNQWlramw5Qi1ZSmswcV8tQ0JJbFhUazdVamUzVDNhQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Reliance-Disney Merger: What’s Happening Behind the Scenes?,2024-11-07,Inc42 Media
JIO Merger,Google,./read/CBMi0AFBVV95cUxORkZhSWtjNHNocVp2WjgzT05xWFVpY2M0eVg3cXFlVUE1QnFINWxzQzhGTG9mOXdEZXo5UzZvTXk1N2s0V21HVWcyY3FXVk5jVGhBVV9CZ0otdFpfN1A2c1ZrRmxJelZvTXJHV29tSFIxR1dHSTlEUmM1OUxjRC1Cd3E5TnNsUHl3THRUSkhha0ZCN08wZjFLZ1FwdGp1YkJyN2lEZ3BPdFN6TWNlNmJ4RzhnNXRmd0ZDcERJMEFJSC05RWtpOTdPb1Z3anNteXVY?hl=en-IN&gl=IN&ceid=IN%3Aen,"Mukesh Ambani's MEGA offer after Jio-Disney merger, Jiostar plans starting at just Rs...",2024-11-18,DNA India
JIO Merger,Google,./read/CBMi8AFBVV95cUxNZVNOSUh5NUFGcmpNa05nSlFmckR4azJkbmV5S204ZDM0b3Fady14Q3B4WHA1ek1DRUJKekJZaEtiM3EtRVhYdHJ2VXplY2lvMnBuZnhWQm02STRsNnNxMGhyZ2R3RGwzdWxpWXdoWmtRbVpnc2M0RjdiRE9JbE1HaHB2MUV6UnctdzljRlVGa0VKZ3NpYV9xaXYxa3lTTm9OMDNZSDFybzVfcWxuUW9EdU5SbVphbzBRTThva1FGUzMyQjJHOVJvUFJncEhXVzBfa1hhd3VUeW81YzRQU1dTWmJhbmRYSE1DOHUtN2hwdlc?hl=en-IN&gl=IN&ceid=IN%3Aen,Reliance to retain Disney+ Hotstar as primary platform after JioCinema merger: Report,2024-10-23,Business Today
JIO Merger,Google,./read/CBMirAJBVV95cUxNc19pQjQ2alZzU1ZhRHZBb2F4dWVVMVpiazhFcFctRWdtNTBqVU94RGY4RHdBOXdKNTU1U3hyeUZJVnJXUi12NHNEc0JBMkt4Z3REcXl3QUNmMmRUaVBMd0s2Z2NDTUJmV3pQSXRIX0xZYkpRSS1pX3RGUzdOMktmWE5YdURDdTgzSEpNZTJWMTh5VUNjZGNjdFJDbTZ4djNTSDJKWDVSSmJnWlV6dXZ6Z1JkR21yZVliNURrLXBDN1FqX2UxM2VSMDN3QUxOS3dFUzVWRUxSQk03VUI1Rl93aWxuS2p5ZVk0alpfLWdpZTlPRWFRYkNsRTdkTzJKSjlIejVFTnVzUEk2eEdJa1lIRGZwd1lYXzVQY1l1Y1NZZXFzWjN6T2NKbUU5VXXSAbICQVVfeXFMT2tLZ1lST1Q2emVIbXczNDV2LWR1b1JmbXhNd1hsdmY4aHIxM0dTTjUwYzJIb3VaYWVYNU9Oc2VmWTUyWS12UkNvdnpvSW1XV0xWWHZBdFVHM0I5UkNidWVjdWxJQlFndXQ5S1YzR3FWQUZ4eVlLQXJGTV9Bb196UFNVOWFrRzZYczhDbjI3cTNQU0t2WmdaUTViQm85YW5zZWxCTDZSS1RhREROM2ZZckhZaVBGMTJyNEhvRTRGM1M5Y2Q3Ty1mV1BxRFk2YU0yQ1lqSG1wRmF4RU5tcDRTZmUxTnZzYTg0YWRPdnFLRUZ6c3NOaE9oR2luUTRqdjVSWFgzcmRDZV9obVlTOHFERmEtM1pVLS14NFdadExHZHVYVkJQNHpaZmhHbFNMejljWHN3?hl=en-IN&gl=IN&ceid=IN%3Aen,Reliance Jio and Disney Star merger complete: JioStar.com is the go-to website; this means a big ‘Not Int,2024-11-15,The Times of India
JIO Merger,Google,./read/CBMiwwJBVV95cUxNZDlMc05xSlJHbk1xYTF0TUJDX2t6S1dMcUl0Wk04TkxoVTRQRmpwV0dNX2cxTHBOdFNJRjhxRTM5a1MtV3hxM29za1JyQ2RhTnZIUnBTdzIyb3Y4M0xXQjRPdjBjdUhvaEJBTngzaldsYWlyX3ZSV0RFWVFCakVtbW9MamhBd3R6R2d3cXlJMFRweEpIZFF4d1dlRC1vN0RRMTd2TEhkbE1ZbzNUNlhFTFJ1SnoyanR1MmxNTV93ODZwdlhzUGJIektlLXNjeWhxRHVmSFFOdEY0dkZlTjMtMkY0RGFnb25CRGxTV0xCdHNzUUJUR3pGMC1tczlwanVHbVZaYS1od0txNFRsMnlGYXlUdUFfTjNpREtueFM5RzYtdXpITHprd1NTVUVaZXY4REduY20xWC1qZ3lrbWtLa2RaTdIByAJBVV95cUxPQnhwRUFiVjNDbXl4eHVPX1JPUXllS0Z3X3liMEZBREVudjZNaTRuY1NIa0RwaXV2dThUTzRQcVR6VkFDSk5ua0MxN3pRb1dIUVVuRUVqR3RnMGxrY1JtdnhhUXlVSjZlOE1BMDl1d0NzaGk3RjhYbXhWQ0ViRGRYdDY0VFRPTHpfMW9rbXU2akZkMG0zcmVxRWdpSWNwR3BkYVpscTBJdHRCQmptcmFKMF9vbXpodE8wSHE0X1QxYm9laFd5OTBFVjg1c2FkMml2OElYMndaSjNkSGRNd0p6Y0VJZGVia25jT1JtLUNweURNVmRPVm51TzFlMXgzNnlJeFBmdDlpRjVWRTZ4aVpkcF9vel91ZGZEUFZwTExLeVd1Rk56RVJGSEJxMXNoYkFoZUswZ0xiemFNdWtuNFc5SVZzSjZpalU5?hl=en-IN&gl=IN&ceid=IN%3Aen,"Reliance Industries, Viacom18 and Disney complete merger: 100-plus channels, 3 CEOs and 5 other biggest h",2024-11-16,The Times of India
JIO Merger,Google,./read/CBMizAFBVV95cUxNSlhTNFlTTWYtaEcyWUwyNGs0MWNvckM4R0tzYUxOcXBtTEVDcFJhenhscUNUNnlGV1FsOEFuMXVVWkRJbzhEV19NVlBJYjVZcFFnaDA4eUtzbUpzSjc2cVZEYjJocmtZNmFMUFJQNVFnNVZWYTlRVzNHb1JuaXQ0S2l1YUJSMTBudnJuNUZoNzdlckgwZnVpWW9ZdlpRSnpXSllBU2l5elM5OUphczhZS0ppWHhiUlBvWThWaTBGZkYwZUp2REkxRHRxNmXSAdIBQVVfeXFMTjNYS2F0bGdOQmUxMEhqa0MyMklkcExNa3FRVjZmS1QyWmtTY0Q1bzNReEpNRTdVdDM2WVozOUppOUhHT2ladWNhWFpUOV9qUEZuaUV0WlVkekhCajBKMHROVEtXeFF5UzBNV2lQYm1fZ3hsanhiWE5PREcyalQ1WDVaQVNHdTdrLUZvS3NiTUs1aVNoT3BnUnhDQmtTbFRIQklmQ2Z0alduNENKaE9vdjhMV2xDYXU4OVlyVzVTTVNlYTJuSGRoMFZPak1nMGgxQi1B?hl=en-IN&gl=IN&ceid=IN%3Aen,"Disney-Reliance merger nears completion, Jio Star set to launch",2024-11-13,ETBrandEquity
