search_content,search_engine,link_of_news,title,timestamp,media_name
TATA Merger,Bing,https://www.cnbctv18.com/business/ratan-tata-will-names-mystery-beneficiary-who-is-mohini-mohan-dutta-19554257.htm,"Who is Mohini Mohan Dutta, the man who gets ₹500 crore in Ratan Tata’s will",4d,cnbctv184d
TATA Merger,Bing,https://www.livemint.com/companies/nclt-mergers-and-acquisitions-cci-finance-minister-nirmala-sitharaman-kwality-wall-cyril-amarchand-mangaldas-11738587825301.html,Merger mania: Will big listed companies get to skip the company court?,7d,Unknown
TATA Merger,Bing,https://www.news18.com/business/meet-mohini-mohan-dutta-the-unexpected-beneficiary-in-ratan-tatas-will-9218260.html,"Meet Mohini Mohan Dutta, The Unexpected Beneficiary In Ratan Tata’s Will",4d,Unknown
TATA Merger,Bing,https://www.msn.com/en-in/autos/news/who-is-mohini-mohan-dutta-mystery-man-to-inherit-ratan-tatas-usd-57-million-will/ar-AA1yBpSo?ocid=BingNewsVerp,Who is Mohini Mohan Dutta? Mystery man to inherit Ratan Tata's USD 57 million will,3d,Unknown
TATA Merger,Bing,https://www.msn.com/en-in/autos/hybrids/latest-car-and-bike-news-live-updates-today-february-10-2025-2025-tata-tigor-gets-a-new-top-end-variant-here-s-what-the-new-variant-has-to-offer/ar-AA1yItlI?ocid=BingNewsVerp,"Latest Car and Bike News Live Updates Today February 10, 2025: 2025 Tata Tigor gets a new top end variant. Here’s what the new variant has to offer",1d,Hosted on MSN1d
TATA Merger,Bing,https://www.business-standard.com/markets/ipo/tata-capital-sets-stage-for-ipo-with-articles-of-association-update-125013101256_1.html,Tata Capital sets stage for IPO with articles of association update,10d,Unknown
TATA Merger,Bing,https://www.msn.com/en-in/autos/news/tata-motors-demerger-what-tamo-said-on-noc-approvals-for-business-split-appointed-effective-date-2025/ar-AA1y3xGY?ocid=BingNewsVerp,"Tata Motors demerger: What TaMo said on NOC, approvals for business split - Appointed, effective date 2025",13d,ET Now on MSN13d
TATA Merger,Bing,https://www.msn.com/en-in/autos/news/tata-motors-demerger-commercial-and-passenger-vehicles-to-form-separate-listed-entities-check-ratio/ar-AA1yn48H?ocid=BingNewsVerp,Tata Motors Demerger: Commercial and Passenger Vehicles To Form Separate Listed Entities - Check Ratio,7d,Republic Business on MSN7d
TATA Merger,Bing,https://www.business-standard.com/companies/news/several-companies-turn-to-mutual-funds-to-help-finance-acquisitions-125020401689_1.html,Several companies turn to mutual funds to help finance acquisitions,5d,Unknown
TATA Bankrupt,Google,./read/CBMiwgFBVV95cUxPVktvZWd4TExWVHBEbzVDOUx3Z3luYktvMXo5eEwzLXVjbDBYdURVTGZNTlJ0U0ttdHFxRkdCOHIycWdHNW9pc2dQYkVhUWdrNWhNSkhxOW5BSHI4cTl3b1laSmJ1bndGMGp0UmRjOWk2M2pOZnFmcGc3bmRXWTB6YTN5c1QtSzZ4b0JlZ3JmVHZDN0ZpLWdoYXI3dkpUdkh6dVJnYkF5elNONFBEWDY4TlZRYlBjN3FveWY4MmNFaU91QdIBxwFBVV95cUxQLWJsNEUwNFNxY2MxaW9GclNwdUs4VjRaYzJWTjdOcHBrNjR5VHlpTGo5bTNSUmEtUUNTNE82M3VLY3djNmxIbkstRy13LXY5anVFN1pSM0hFendpX21FQTkxeFg3Mm0yYVpqTGMyaVRTaVhBUnlZbjZoNnZCbXRnbWNUN0tKNzhKcGZ6N2NOdTV6ZVB0aEs5Y3ZzZnROZEc4Z0NQYWloVFh6a19iZlBQUEJqY2hTY3RUU25EaDd3R29sNjlCV2ZF?hl=en-IN&gl=IN&ceid=IN%3Aen,Once India-bound EV startup Fisker files for bankruptcy,2024-06-18,HT Auto
TATA Bankrupt,Google,./read/CBMi_wFBVV95cUxNeWNqT0RyZ2dJNGM0c19mQk5pYTJjRUNXb2Q3dmRyTVFpZ2d6N0hlb1NpR1lzM1NDTXpmV1ZyQTZtUkJmLWJRZHhRZjk4SVduMTc1RjhIYjBMNjc0YzlGR3hPZXVsekEwU1JwZkNvT3JoUXBxWTRaZ19XRFNtOFJHX1piT2kxVlBLMTlFR1M2cktpYmFKWU8xSmI0dnZ0dE9Ndi1kTmVuUjluZjZpSlFWc1FzSk50Ui1veEgxSmdUNDVMNG5oWlVWWGRTbzl3Ync3VnJvREVTT2VJTDVuOUh5R0JSOFUxX2NaSWNlTVJjRjFaelF5VE8ybjZ2eDJ3ZnfSAYQCQVVfeXFMTkZUd25ISmNaVGxGQUpLY1pxTkVKSS0tZk9ZYlBHU3FybDJlb3ZXdzJQWDNTVzI2WUItck45cTlPaXNSLUxKekkzemNyNi1wT3RUWnBvTFFRMFFhNkYzUWt3LTZOdnJra0drS216ZWtnYi0xaWFDWEU4d1VHdlpVM0hZX2otNlY0WUQ1OGRtbURqaGFzZUNTV01zbTZZT2pNODNvdUUxMkhrWjdfNVJCQ2JUSk5WbTRPR21WZmdrRkM1MmJBN0M0ZEFJQ1pqUW9namVYTDhJRlhPeGpSTV9xUEtIR2drbXFYTVJVS2RKZk16X1RVaE1EeDZ5ZU5SS1RVbkR2ako?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet India’s first female tennis Olympian whose diamond saved Tata Steel from bankruptcy, she is Ratan Tata’s",2024-11-04,India.com
TATA Bankrupt,Google,./read/CBMi1AFBVV95cUxNQy1qUUVta2xlcGRTUjBoUWpaVDdxV1FWX0JyVkowMFJUbVY3N3JKZEJQUS1uYjZ6d2lYbzVWcTY2QUNaTzJHbkNaamV0dEVPdEtsWFZYRkVXZFBwZzY3Snd5ZURyZVd0Y1hEb0t5SFFOTGFnU3VOQUFRUTg1aTZHamVXNEswek9mTXRLYmlOR2FuM1d6TDZBOFBJLU5YWkE4RUtWODdKZ2ZzY1VlTi1iUlB6UGh6Zmt6OERnU2RDUnR6SEh2T2k0Vkh2OFpDX2VuMTYzRtIB2gFBVV95cUxPbUNxSmdwbjR4dTdFb3ZGSXlDOXhGel94X2pMUWhiZkNWOHZseWg2VVBVSFRoU3RsRWc3cE1PSnhyMjc5QXZVY1hSNG9KN0gtV0hlVGVKMFBGTkx5TzlYZ0RzZ3JnSGs2ZDFSejJUNVFIXzF2WjVGTTl6RU1IbDNHU3IxMEZmLXNKWnYzY2laSlJFbGdkYkJGby1qdUFpOHM4cF9zVEI1ak0yOGh6TGFxNHNIWFFtN1lQYXd1Z09aMFR2aFlYZUVrT01veW41TDc1MjhhZmVMYmJyUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,How one decision by Ratan Tata turned 'failed' business of Tanishq into most profitable business for..,2024-10-14,India.com
TATA Bankrupt,Google,./read/CBMiywFBVV95cUxPdTJ5Q0NBLXNRcFk3U0tqbVlKVWJnUHlpVFIzM3dqcllsWFpzM055UG1yMzZ0UENVa0hWdXBONERWLWhqa3NwWGJjSnlsSUxUZ1UtdlhmRmt6RlpRT3Jqa2FOLU9BVktjVi1oc3pWSmVNUUFqbTdTbEt6QzlHWkhEbXZBaDktT1lKTHplYm15NEdYUWg1RnlWbEl1ZVkxTG9NMUlQMHJTTm0yeUZiUV9oazJVUDdOM0Y0bVVzajd5UldySWZKTFNBeTNQWdIB0AFBVV95cUxQbE9vdGVmVXJNLTMyal9YWEpDN1NJYXoyaFB2d2tsN19TMVNDY195VUtvOWNKZU1tdzV1dHJyLWR6NlJxWDJnN21YWmt1enlNZDZjanliMUJFNUZiVW1SdlQ3MW8yVXZXel9nT1NSM1BmelhTQW9BdnVWLTFwLXhuVXVVRnhNSHlpMU1tUzJQc3JDcU45LTFORzUtbk5IY3BFYUZrWUEwRHZsSVU0WnMwd2tnaXJhRzJja0VSX2RNUUoyT010ZkhZdXFZOUktemYw?hl=en-IN&gl=IN&ceid=IN%3Aen,Tamil Nadu: Fire breaks out at Tata Electronics' Iphone manufacturing facility; none injured,2024-09-28,Telegraph India
TATA Bankrupt,Google,./read/CBMivgFBVV95cUxPczhfUExXSnZPMkJza1kyQTZBMC1IZFptclR4XzNnY1BxSUlYdEtLaWFJSEF0UWlBNmZ5OU5FWUI5VkxoMXY5SmNfU0tQMDJjalU5c0I5YzFXY0ZRc2dkcjJ2ZE90TE5kb0h4VjcweGtHZlBOM3B6UU9WaHNjU1doMEE1VHU3RW1ISmNkM1R2RDR5UEVrRTM2bGFxQ0lLNFg1b2V2QzB1RDkxeV83TUZSeFVvZGFGdFJNZi14Zm53?hl=en-IN&gl=IN&ceid=IN%3Aen,How Tata Steel turned around bankrupt Bhushan Steel,2021-05-18,Business Today
TATA Bankrupt,Google,./read/CBMi8wFBVV95cUxOUmszd1hLOE5KaEtMLVdMRlYtTE5sbXVOckV5cXpfOGR4aGlmT2VlbTNzcWIta0NEYk85N3FtbF9tN0cwTzlNeGp5THJJV18xZ2pEZTFRS3pvZWhlRWFRWXNja0QwVmMzWTZ2cllaQlZLeldFTUNWUnNaNmFmLUpZdDdEd2xoc2E4TGp4YmhHREpPZTFpVFdRdTE1RlUxTnRnQzJZbFR4WFp6UkRuNzJscU9MaUNXalVRWjVkV1JwUjhlNXB4NFBFUFhTSklYam9YMExvRkUzOGJnQ1pzMmwyOEZ3TXlyS241NmQ4TTBST0M1TjDSAfgBQVVfeXFMT25TQ2xuRGhIdW9jQ2RCMW8xMC1VT1BGbHdFeFcyeE5BLXJQTmF4b0JHVTB4Y3l3Y0pGeTNJZU9Cd0h4RUJ1VkZoRGRuTUFQV2gyVFhTSEZoNnZyTW1VT0V6TF9QdlpCMEZQcG55cmIwUjc2c2ZLam1ac1NjYzhaOGFKbzFiWVZWNU1wUjVKZUVWX2VzVjZlRVlVVkxnU3paeTduVWZGYUVOX3pxaFFkTFFuT08yVy1EeGQwSHB3ZmExeFJ5ODlEMWtXZmJ4eldFSUJSZkZwZThEN0JuTUhxa213b0Z4elVSUGFfdUNkbTdINEJnd0xwTjU?hl=en-IN&gl=IN&ceid=IN%3Aen,"Big move by Azim Premji, signs Rs 3397068000 deal to acquire…, big challenge to Ratan Tata’s TCS, Narayana Mu",2024-12-17,India.com
TATA Bankrupt,Google,./read/CBMioAJBVV95cUxObndSTk1leEF2d0lqZW92bzVKMXowa0pzNmdBSmlMZUFyanFJZzRZWjdoUzM1MmdUVVpUTVh4ZXhRenlsOWFoZXViQVY0bl9vU21vT0hkeWZQdFV5OGUySndVeVVzVXBsbjg1M0NhWVU1S2VFYjRkcnRvMVBJY1RBeEh5VVJpSFkzNUd5cTMxZ1kxVkpZNlktMlNYOVNRZlhYQTRIM3N1R1NCdWVGd19pRklGVFpKbTB6ckc5Y1BXMTl6dFNTdzRXVFQ0N3JzQV84SHdrcXFNeXpMR1VOS1dmRG51VnhRUUljclFNOG53N0ltZ3BoaHhoWjdGdWRyaV92ZV84WE1mSXFiMUE0czBYb2JmS2RmNEpsVTBNaGc4UlPSAaYCQVVfeXFMTUxNM25wVHJBdkZNd1VVbzB0ejdLQzlxYWpqeTdkQjNwVXJMTnFLcGh6N3Vza2drYlJLd1JTY3JmYW96ZDN0c1NHeTVMVEk5U0p1UDRZZlp5TjJQUnJJQUpTWVlDbGZaQUhIRlBSai1ObTRlMEpuOURzbk1kcDVpUFBoR0pTdTlHOFFrakVxbGZyUVIyZkFyTWlZOHV4ZmVJRkdWdUR1WXBnUUxmOXJsV29iRExyWmdrM0xuTTdBYWhlR25NTFZMRkhpY0pvaHlVN0R4OHpBS3ZyN1hXem5FczE1Y2JVVXp4Nm1veDV3UlRheE5NSVRLWTJ6LVNaODFmRnJpOE5aTmFZZkRiYVJvbFIwUnZLVlB6eVZ6VWtIekJ2Zk5QU3RR?hl=en-IN&gl=IN&ceid=IN%3Aen,Ratan Tata news: Here's how Rs 34 lakh crore Tata business empire is run...know the difference between Tata T,2024-10-12,India.com
TATA Bankrupt,Google,./read/CBMiggFBVV95cUxPcjY0eVgyYTN6X09MSGlfN0FyajRoRU5ObTZaVDZFY0N2VUc3d19fS1FEZU9vbVJuTGFEUWNRbU11NzZxLU9mSFFETWZaTXFsM29fbWJaYkJRQjRQSnhpRnFwSHVYUmFNMVhuRDNqNVlUb0JZb3JWYXNlY2JWOURnaTFR?hl=en-IN&gl=IN&ceid=IN%3Aen,How an Instagram-Perfect Life in the Hamptons Ended in Tragedy,2024-12-17,The New York Times
TATA Bankrupt,Google,./read/CBMi1gFBVV95cUxQamZ5VXZfZU1GMDZMUWNtWDgtT3JadC0ycC1vaEUwdEI5Z2FrdGVJYUhLa2hxWVJheW43MUwtWGdtWU1FRHFpb0VKS0xTZTl0VmtHOEptbThsMnlpbXRkYlBpaDNZQnVJR1FjVTc3NW1xX084MVc2R0pKWUlpS1QwcDRDaWJhaWt5Y3VyYXpIeXBOeVJmYjZtWlBqdU9nRWZMUjBaSEczLTdLTTZDZkg0Ump5UFRKR1RnenFzSkZOWERoRGpCUkpabWRZNERrZ1NfSGJCX1V30gHbAUFVX3lxTE1jZmJCMXBPdWtTa3l2dWZuOTI4MFpXY214UkY3WXZJMW8zTTBhWHFWV1FrM09fLXM4LVJBSkROdWZvc29MYTVPb1d4WkFHaG96NUFGS2JzY0Y2YlBVbGJqZjVuN0NUMFlXc0M1RTE5X0JhU0Vva0F3SzRVZ0JZSWN0anBoa0RfR3BjZmJ6VDVHcVI3d05DZVE1b2Z3S1VmSW1CUTdoQUtycnJKRUVOS3VyMlRkVERlbVI0d25EdVZCaFBpVFlUdFl6b1NVeFppS0tuakJ6SWdEcS0taw?hl=en-IN&gl=IN&ceid=IN%3Aen,NCLAT asks IRP of Dream 11 to refrain from taking steps for insolvency,2024-04-04,Business Standard
TATA Bankrupt,Google,./read/CBMi7gFBVV95cUxOUDJJYnVicV9SRG5QdmEwUktjd1dzMWZZU1gxZFBLRm5tSVBaX1ZaME9yN3c2Q3lMUHNsUnNKRGgyTmRxaENjams1UkhpNWxlYWxyMExMMFJtMG9melZlcVFhSlo3Q2V6c2FfQ2gzel9CbjNMTHlNSC0zU2oxU05leEZodnN1U0V1UC1CMERVdmRjTFMxU3UyRksxNHlQZy1Gal9nN2g5Z1RtQUdndFhGV0lFV3dzQW84SUIydXBKeTlrWFhoQ3huemtBa0VsSzhpT0FUNUxtRkM0b1l6NjJfc3ZrSE5KbTE5S2VUdGZR0gHzAUFVX3lxTE55eVY0SVlrR1ZGcGthbTJpUUROM1pqWnZhZWtSa0djV1BFQmtvUGViSG8tTHRVZ3RtdkU2bjNRSmdmZ3RGQXN3SlVGYk8yTGxienc4YVpqYU1fWHIxY1hJdUUwOFA0Mi1aRFBCNXU2dEUzR1R4MmtMMURiZnRGQTZvN3lKX2lPSnZ2dlQ1OWFvNzZQUThVNjQwa2VFeVFtc0RiS2Y1VGtOZzllMTd5MndvdjhLbTA0ZUxrQUI1bDFmbmZoVkE3ZWJvSHJ1aGZYVE0tZFlVN0I2VFlpWkx5UWRkVVNKcWJuNnc4YVpMcTd6bDloQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Ratan Tata got 'revenge' by buying Jaguar and Land Rover after facing 'humiliation' by Ford | INSIDE STORY,2024-10-10,India TV News
TATA Bankrupt,Google,./read/CBMiqgJBVV95cUxQMUZWaWVpSkNWcWVYRXR1eEtFTUFBSUJsei1jallEa2xWbGtwLXBzRnpWQzNSbmpQLVdlRUs3aWp2cUtLWVdidDZXcDdWcTlndVA3MzVKX09hMDR1N0xrSmhXV1d6NWVKZ1ZMdEpUQXVOZjZrVzItMVlOV2ZRc0ZyNFFHR2tRZ0EwWGZjMHd1MG00WUphWE1CNzByS3g3T1ZUZHdNQjRRbWtzV2JRYVRLYVZoWTlLYXRrVEtvaHZpcUliTF9iYTd2ZW5aQXd3WjlMUVkyRTJFWXN6aFZXNVU2RlJYU3A4UmdyWlFTT3hxaE5zeWJMQTA4cmgxUmV5SVN6WDhyYW5lNE9YY1N2Q2dUNEtUdHlsOGVEa0tYc0k5UHJLbTBfaGZyRXNB0gGvAkFVX3lxTE9rWDhYdklFeGg4cHFyZ2treWtrelVYdWVYcWxWSldMYjNYRlBsRmg2dUR3V0Nacm9rQTlDRHVTMndVLXRvN2lnZHI3SnJSb2VzcjY1RmFER3FieUZXa1h3VkY2aktNNXdUaExnMVd0VThaNmFLdkhIdWN1WTBXajIzX3U5Q2lxb2xGZm9ybFVEWHNNS3BqZFFqS3JkSVZ5M0JMUWdJN1M5dkU5VFctdWEtN1NPTnBNVVlfWEQxLUxNM0o3Z0FrdFliUzFhMzBvRzdENEI0LTJtVGk0UWlBMEVOajhFRktmcWlBdWtyQkY0SXNUNFJ4OTRtS1UybGNWZzVRM3BMRjczbHk1X1RhbnNhQWtZcTJsak1ZM2ZHRnhDaXNOUUxjRkRhY2x2UzBnOA?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet man, Ratan Tata ousted him from three Tata firms, his airline went bankrupt, still one of India's riches",2024-12-17,India.com
TATA Bankrupt,Google,./read/CBMi6AFBVV95cUxPZzc2YjZxSVlCZ3FFS3A4UnlSNU1UX2NGQzVNdVl3bjBmR3VqYkNER2ViRDh4VHNidmE3bl9relNzRlZZbi1faVIwblVFQ1VoVjFKZkVoRlVzX3NYUVFRUlNJVG1NeDY0WHVxSjZ2cHFmTmJ2Y0wtWnV4TEhtVGtuTVdXbVRhLVhDR0gzeEtlVmlFa0RidEVIWUNFZktLNVZ2NDNNZWZFTHI2bzVfdkZ0WVpwdVhDWWk3NEo4cTR6aUNtc1dvUzBJTXZocnRSYS0zWHNvMVF3RWVDc0pyTHVIYkU1VjVRa1dE?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet Amit Jain, Ratan Tata-backed CEO, went bankrupt, now owns Rs 10,000 crore company",2023-04-17,DNA India
TATA Bankrupt,Google,./read/CBMigAJBVV95cUxPcUdUV0tGY00tSUU4OTVSbXVPSDhlZXA1SE9sbXVpSUlWNUdkbU9LMEluLVZ5YmVTRXZpd24yQzN6QmhjeWh1c1N0UXI3TmliNzRyUW1rQWQzUkZieDFYbVV1UmdvVEhzR3ljSzJPY2tXbUUwNS0yV3NhVURDMzJXZWEtcEF5S0gyT2tuTFlyY1cxSDdwdVBDOFF6ZnRTTzRDRzBoencxNWplX0lRbkxsY3RqaEJKVWs4TXNDZzB6ZFNsMWxLVnpnVmM2aGFuME1sUF91MVFEMFQtSndFNkh5MDNtcG9Kb2I0SmtZM05NcmMtX3FNaU5mXzZKN3NUcUkt0gGGAkFVX3lxTFBZUUd4dGFGaUY1QUxEbzh4ZmVNazBfQURfalM3YlppRkR4YS1XWXFjTDZDcFhwUUVTZ1pFYjZWQ1VnSjV6dWhiaTFtYzdzVk1Mc3pNZEZ0SDBJdmV2dzhCT2hGZnJDZmsxLTY0ei1ZVXBxa0JudXFrZ2RFaS1ydzlCVTNpcW5laTVFUUwyZGZGYkpDTGhFNXhCRE1raS05TlROUmZKQ0Y1aXdSUnZXQk5kYmlBZGx5U0lmVkkzMGlFUUpBY1dhWDdRWmt2X0JWVGRuakl1QVNBdWs0QXl6SGpKRERVSUZHSWFmUU5EYXFKamVqT0h4NkZPYWU4WDUxRjctbjdFZEE?hl=en-IN&gl=IN&ceid=IN%3Aen,"‘Go woke, go broke’: Jaguar’s futuristic ad backfires as critics tear into Tata’s rebrand of the luxury automaker",2024-11-23,Telegraph India
TATA Bankrupt,Google,./read/CBMiygFBVV95cUxOdEdYWDljQ3d4SEs0clo0dEl5dnVxOVBzQzBsVHVMZzRSQmhjbWhXeXcxRWVLYmV2Zjg2LWY2RktfUHh3U1Nab1FSdktMUnZRdGVTSktlNUwyZEJJNElJZVUwZ3RUNUVBY0xkdXNRTzMtTER6YXBBMDBrQVZpRm1CRmR5RDFoRjhuNW16WXo0VF85c0dxbkFrbHBxa01aTVFNQnlDZl9obVlBY0Rjd1VDanJLSGlUdVlvM0lKbEtFX2hsb1NUWXVlYlZn0gHPAUFVX3lxTE9nUXprekFRbkZSbDM1UHRsOVVzU0cweV9SQjlzdGhsVkRDRW1EbTc3ZFB4VjhIZEtDMXJ2MTdfRnRrNUJHTmlYakhVckJTbHdEdVRNc1hBcFhQNThaQ0FIcktKOW5hUHJJSlV1clpyeVpXNXg2S0RLMkJoSllGTlhtQlNKbjF5TThHMjdOZHpjQmhpUWcwNThSR3RiSkQxNnNROWlPZmtXWV85SURUOW52WXI2X1UxZ1MxQzRJUE5WOGVLNXBFY1cxZnlsSmdlMA?hl=en-IN&gl=IN&ceid=IN%3Aen,When Ratan Tata took revenge on Bill Ford 9 years after ‘humiliation’,2024-10-10,Hindustan Times
TATA Bankrupt,Google,./read/CBMi5gFBVV95cUxQaDduQkVrQ3F0Yl9mS2ZUZmZ4eTAybDlSSEhDLW1aRHd0V3VBd252MWxPWW9vQWFnQ3RkRVFwM3NreGt6LTlwMzZxaWNGaGVqN0F3TEY0WVNOZTFrQVJtVWpnRVN3Vm52OHRWV3pYNUdnejBwYXZtWTJQZjVmMUpwTHdBS2M0eV92M2tiUUlScm9OcktWSUZDbWFEU2xoeXFkSXhUZmc3dHlQYWNDZEp0cUtWc29xTGljOEhDZ0VDdFhZeW1xeFU1TnJmeFJQR2VXMFhKWmRBb2VzUnFsMkoyR2pYRjZjQdIB6wFBVV95cUxNZ3Q3R2pRTjhuc3phQ3pBeTctSGJCOXFHeFd4TkdWTXJhN3M2dkhETWRtY0FHUVN3bWNORkRfUERTaXN5T0t4SlpQNGNmb2xuX05YdzRnMG9WZ09UU1U1OTRIY1ZHb2tQVGpRR3F2REtibTN1VEZxcnBxWW9pZEJlbk9ZR24tdUJUOVhfUHhOVFNiU3E4WEhsNDQ5dVJPREl4U1Rmcm5qaHFMSWIxY0NJVjhfdm1zWTBXOE5aNWhlSTlYS21GLTVTVi1xckJ6eGJLMWVVNWRBSUtfbU5aM0JiaVgyMVViZ3RBRk9z?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Motors shares plunge 6% on weak growth outlook, UBS downgrade",2024-09-11,The Economic Times
TATA Bankrupt,Google,./read/CBMi_AFBVV95cUxQSHNnOGlhNk1FU2wtd0tpZDFRNTJHcjNuUWNlS3dLeTRYWk4yaXZwNEo4eGxfMW1IVWYxczMwN282bHR3UUN0TmZMSGdYbUF6MHVrTlZWNnpXdGlEdzNTZjhGM1FqLUlRQllZeFlDSVQwRDdvdElHN3BLeXY1SS1BUmZoUEFuT3pRMndvcGd0UWZwTFVoSkQwcS16SzJEWjRCNkhZemw0MlF2LXViWWRrdlB2LWpsc2diWEh1MG9POGZqVFhjUU1qZlJ2RkNpWHlwd09tQVdONDRYNWlPNHpGYlJoM1B1U3lsQmVhMFF6ZnU2UUJ4NERpSWtTb1TSAYICQVVfeXFMTUlsZHJIb2F1a0hKYnVkaGZURFZicThKZ2RFeWFFdkNydkxNMzE0c3FIVjJTaHVDTHNmYU1vdU1raHBocm5DQTYwcHBlNzdiUVdfR2VQRXJjb2ZtaWJ2aTY0X2JhVlZyLVJJSjVwdU5vOG9iR1BTTGswd2UtNlNydzJWelpxMThqUUVOaEF1VThwTk9CaWVNc3dCdWdqcGlMMWVqNGFaZGNYYTFoV3pGbEoyTnA5QkI2SjdMc0JhbW1XMjE3clg3YjZDdFc1d3ZDTWs2MFBEZ1Q4V05sSVpIZGozekZXci13bWROUEdWLUFuSjBPM3BTZnc3bENyWmdZOHhn?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet man, who owns private jets, Rs 5000 crore house, was once richer than Mukesh Ambani, Ratan Tata, Adani,",2024-09-16,India.com
TATA Bankrupt,Google,./read/CBMi3gFBVV95cUxNWlNfcGVQLXdmWE1ZVXBjanFmOGdISk5IS0NGNVpJcVpHcDlUY1Z4d2RyeThoaWRLM0ZGSDBLTmtvSWlEbnVLRGNvZ0JDeWFFQjF3b2dyd2ZFU2N6ZkQ3b1dUdnoxNGVDMC1QNURjUTloQ29zdHBUVHlSWVlfdTFuMXZqQU9GeTgtOEl2bTl5enhKazVFVmVBMXZYb3Vtbk9hdGZ2Rm5VOE1HeFNENXZtdzFGTk1IeVh0TDBRNVplUER5MnlmdW1Dd0tRN0hsUURlaWkxVkxJRlJpdk1DX0HSAeMBQVVfeXFMTjNIRkhReXVRams2RlJUUERUamhJcl80VXN4cnVhazNjLURZOWRVVXZqSVBKWl9VdVpfTHVkZDRPWHZwTXB6Sl9iUFJURWRxcHljZ1NBZ2RqdXpFZ1A3NVNLTkROckFOTlFzYTFUdEFoUVhnTTJmc25kdm9RYzRIX1VsYjdGSTVINHFMekRtZHM5QkZ1SFZLZng5ZjI3TjVOSGo4bkpwZDFtNzJSUjRUSmdHVnVXbklIOG1JNkxZa1ZaMDZfa2d4ZWdKS1hhTXB1emxfSU1GM0ZVVTRka3kzT01CbUk?hl=en-IN&gl=IN&ceid=IN%3Aen,Ratan Tata tribute: When Tata Finance kept a helicopter on standby to return investors' money,2024-10-10,Moneycontrol
TATA Bankrupt,Google,./read/CBMi_wFBVV95cUxNOFQxbWZGb0YwSVQ3dUszWi1PU0VGUmdFUENVQUVhbjhiLWJnS2FVeGl4TVZMTzBVWmlCR19rNllOcW02MTZuY2FvUi1raE53Vk8yaEp6S3lGUHcyQlREU2pXeXZSM0RRc2NDQUxubWFCOTNFdTYtUEowM0xwaG1FRmxZMUdhVDlGUlhPend5bGpJZUVGYVZHNWhtdVhoVUplVUtiSXg5d0JZUC1vZ284bWRlMzc1eUxYb3pnd0xIMUV4QS1tOEwxQkE0X0VoNEZPMEtkOVp0RTZVc2V4dlZ3c3d4RFFhaVN5SmRteVFpWUFiMWNDN3JLRDRvdld2OGM?hl=en-IN&gl=IN&ceid=IN%3Aen,Is the Altman Z-Score Method Still Relevant in Predicting Bankruptcy? A Study,2024-10-22,ResearchGate
TATA Bankrupt,Google,./read/CBMi2gFBVV95cUxQajF2Q3o2OGVUcXBfUEdrRGNIdGtZZTEyclQzYjc1NGdEN2thVXp1QnZTbDBMMFgwOGczZ2Z1T05zY2J1ekNQRkhQSUlUSThvUEZSVnlHS2NYd2dLeXp4MzdibGxSOG9BX0x3WW1JUHQ2TWpzLXdjTEx3VDVqSnlFU1FtcFlhTHRPUnB3djBZdkJmNFJOWDZLRjhaTm5faS1vZEwyTTUyOXY3X0gySmppVUMxTm03aWxoSXAzLTZvc1E5WTRUNUxSaGU1cUxqUnd3N0MxWUhjTDByUdIB3wFBVV95cUxPQVpEcjQ2TUhLbTJBWjFqeDduMDZNc3F4YVR4MUFLQkpXc1lRVlFJRlJrLUhyUHd4VEUyeGY0cWdSQk9FaVd3S21JMS1LSXpjeWM0cHRPY1QwMU1lZi1tX3NjbFFoNExJR1Axc2xta3NxUjk1MldaV1RvYlJGdGVJRzF5WGcyUlNSakJlWTlqQzZCY29jX3JrWHhKODZmbkJUbVJaMnZJUDdUcUhESmpTWkh2UFdTQ3ppaXZoaHVUWUdJeC1Hdk9TYmVhZ0NGb3UxaFJlRFZMQXVkT0dPdGtn?hl=en-IN&gl=IN&ceid=IN%3Aen,"How Ford's insult led Ratan Tata to buy Jaguar, Land Rover",2024-10-10,The Times of India
